transaction_id,customer_id,product_name,product_category,quantity,price,transaction_date,store_location,payment_method,discount_applied
1799db48-2b73-440b-8128-695b67c4ed3e,ef7c2291-ee9e-43cb-99c3-59c9585ae9ea,Area Rug,Home Decor,1.0,230.94,2023-06-11,"Chicago, IL",Debit Card,0.0
04c02725-0728-4832-af85-6fab7f92608c,60c35265-cfda-46d8-b802-cf851fe97f95,Blender,Small Kitchen Appliances,3.0,22.77,2023-04-20,Online,Cash,0.0
ae3de772-0d68-4be1-b157-a6b726ff14b4,f63eb567-e94d-44f9-8f2f-b56e27661516,Wall Art,Home Decor,1.0,188.43,2025-02-24,Online,Credit Card,30.0
28ebb323-3096-48a7-9624-ab5454fafed4,90655f4c-d1fa-48fa-8eec-cfdadc9a61f2,,Home Decor,2.0,312.73,2022-11-17,Online,Credit Card,15.0
c3c6a41b-d429-44e9-93aa-d4d0b4c8df18,7f606ddb-fc38-4ad7-821d-92126dbfdd6c,Google Nest,Smart Home Devices,1.0,287.0,2024-12-12,Online,Gift Card,0.0
fecf13c7-9597-477d-9d0b-64900d16e2bb,9f695f10-e48b-48ea-b0c7-c823eaba0da2,Curtains,Home Decor,1.0,235.08,2024-07-23,Online,PayPal,0.0
7540355f-5516-49cd-9433-7988d89e8c43,d98b8def-e767-4eb6-8a67-0e85cf20552f,Audio-Technica Turntable,,1.0,63.57,2023-04-22,Online,Debit Card,0.0
c1d2e345-3528-4e49-88e3-cb0b2d943b16,65a51764-603a-44e0-aac0-4102519ccbfa,Nintendo Switch,Gaming Consoles,2.0,196.03,2024-06-19,Online,PayPal,0.0
c943d78d-7445-4424-bf7f-f632412e696e,1ecee3f6-dc58-45c6-a6f4-b4ff10434671,Table Lamp,Home Decor,2.0,173.69,2024-06-18,Online,PayPal,0.0
cb760249-a2a2-493a-9ffc-85ea73efecec,8f6feb91-c846-45af-bd71-8b7c23909296,Philips Hue Lights,Smart Home Devices,1.0,222.5,2024-11-08,Online,Debit Card,0.0
0d50a336-b157-42cf-8d42-b4324b0677dd,b77212a9-915d-489e-8a2c-632d38185f57,Xiaomi Mi 12,Smartphones,2.0,564.78,2023-05-11,Online,,25.0
5767d0d2-31d6-462f-9ce0-3f5906c72ed2,7c66381f-c96d-44c4-9987-677b42abe77c,Area Rug,Home Decor,1.0,130.76,2023-12-13,"Atlanta, GA",PayPal,0.0
68f67ed8-4071-47cd-b264-e6cdf68e9421,cf1a3b7a-0250-4ed4-afb2-34293bbcd15e,MacBook Pro,Laptops,1.0,1640.56,2022-12-19,Online,Debit Card,20.0
968ea7e4-e97d-489c-989d-397cdf1118cb,89037bc9-389d-484e-b6b4-9f627833f2df,Sony Bravia,TVs,1.0,2634.27,2021-04-03,Online,Credit Card,0.0
bdacbf5e-31fa-4129-b616-e88a763551d6,8fdebd08-fc33-448b-9e36-9480c10d3d4a,Xbox Series X,Gaming Consoles,1.0,,2021-08-06,Online,PayPal,0.0
d301de80-f585-4164-8823-88aa582438ea,7cfeca41-a3f3-448c-9626-ff2f7ddf395e,Wall Art,Home Decor,1.0,293.11,2023-02-07,"Miami, FL",Cash,0.0
2b9e1d33-09b2-434a-90d4-8da3176f8aa8,c22ce6ca-e119-4c56-aafd-91c84a5396b6,OnePlus 10,Smartphones,3.0,649.61,2024-12-24,"Chicago, IL",Gift Card,20.0
78766982-70d4-4fb0-a16b-ef044f2acae9,15b2bcae-11b5-4aca-8e6e-e61fb0af0670,Throw Pillows,Home Decor,1.0,273.84,2025-01-06,"Seattle, WA",Credit Card,0.0
337c9d6d-640b-4a23-abef-bdad49207385,20208a49-b8ac-4e83-8897-da6782cc8a14,Smart Thermostat,Smart Home Devices,1.0,112.61,2024-07-23,"Atlanta, GA",Apple Pay,25.0
16573e81-4e27-48c1-a440-0092a72cc470,3eda59f9-61b0-42e2-bc2d-f4bda6887ca1,Vizio SmartCast TV,TVs,1.0,2950.47,2021-07-07,Online,Credit Card,0.0
821fd769-6eca-4063-ab3d-0f0e873f950d,4f1744ae-cc29-4442-a209-b1895d08c1a2,Bookshelf,Furniture,1.0,419.29,2023-05-13,Online,Credit Card,0.0
25db5744-1917-47f5-a13b-5c6fb7c51e7d,39694c50-b6c8-4d17-bce7-94780521f03b,LG OLED TV,TVs,2.0,1220.26,2022-12-11,Online,Cash,0.0
47d4bf22-4c65-4a73-b776-d960a4884396,8a1f0de0-0fd3-43b8-aad4-9739db959b39,Dishwasher,Kitchen Appliances,1.0,866.44,2023-10-11,Online,Credit Card,0.0
d4797cd9-fb6a-461c-8243-5e504ea2a152,ea170d2c-9903-4c33-81de-cafa3d52b2cb,Xiaomi Mi 12,Smartphones,1.0,767.41,2022-09-17,"Chicago, IL",Credit Card,0.0
5e1e008d-fbbb-4624-a303-1591e2fd718b,8b423a9e-4765-42c5-852d-ad4ea7245463,Smart Thermostat,Smart Home Devices,1.0,142.06,2023-11-17,"New York, NY",Apple Pay,0.0
75e04c02-4475-4aba-a2fd-b31e11127dff,1cb39da3-8eb8-4cc5-bf8d-d22dffb74d29,Blender,,1.0,95.03,2023-03-27,Online,Debit Card,0.0
b7280272-5417-43f9-b543-2009de2c8001,645ec9cd-bb2d-4bf6-b95a-759244987aaf,LG OLED TV,TVs,1.0,1321.54,2024-01-06,Online,Apple Pay,0.0
a1d8a59a-2ddc-492f-acd6-0e467bf99d0a,f37c8e8a-dcf8-48d2-b1fa-2add6bb73f7e,Curtains,Home Decor,1.0,221.43,2023-11-03,"San Francisco, CA",Debit Card,25.0
b4669e05-fef4-433f-a68d-c11a48171857,7df6c576-3eb7-4c7a-b55d-aeac7f011b8a,Wall Art,Home Decor,1.0,154.74,2024-08-02,Online,Debit Card,25.0
bf51da6c-31b6-4620-a4dc-26e66b4865dd,8369776e-e79e-4fc7-a0e5-1015c9a6b8ce,Refrigerator,Kitchen Appliances,1.0,618.21,2024-05-06,"Atlanta, GA",Credit Card,15.0
7dae58fc-5d01-4648-88b1-404280501392,d4bf30b2-3ca3-4f2b-9e88-ebbacb3f20c6,HP Spectre,Laptops,1.0,686.06,2020-07-19,Online,PayPal,0.0
cfafafd1-5f9f-44f6-b0b2-7ec6d3245860,342ddaef-be21-472c-b516-c177d689c590,Steam Deck,Gaming Consoles,1.0,567.0,2022-08-31,Online,Debit Card,0.0
77043948-e654-4e45-b26c-32ab6da0af20,5adc6cba-891d-43c3-9513-2e09975c44e2,Ring Doorbell,Smart Home Devices,1.0,122.57,2023-02-21,Online,Debit Card,0.0
bcce175c-001e-4e07-b5c1-8b48c7adf848,0457e8c4-10bc-4d63-a9e8-4068fe3d50b7,,Smart Home Devices,2.0,,2023-05-28,Online,Credit Card,15.0
072e8761-c2dd-4c46-af64-17b03c78768f,c1320c6a-f3d4-4980-9049-4ecba74da34b,Philips Hue Lights,Smart Home Devices,1.0,248.33,2022-07-04,"San Francisco, CA",Credit Card,25.0
adaef41a-09e0-407a-9795-bfe7eac41365,f64efed8-d95a-4c6d-9f8f-8c47d83400de,Samsung QLED TV,TVs,1.0,532.86,2022-03-01,"Boston, MA",Credit Card,0.0
5d3fa348-846f-42d3-8abf-dfb354ce639d,794830d5-81f1-48d7-b923-31bc6c6a6945,Audio-Technica Turntable,Audio Equipment,1.0,105.29,2022-11-01,Online,PayPal,15.0
9c9955e3-06c3-4245-ad8d-430800711b32,763562c0-e28a-4859-ac64-c94e94d04bc8,Steam Deck,,1.0,213.65,2022-08-19,Online,Gift Card,15.0
430a71fd-0055-47c6-803e-e5d20caa2d3f,1f624029-3268-41b5-9be1-4af81b4507c4,Ring Doorbell,Smart Home Devices,1.0,37.02,2024-09-24,Online,Apple Pay,0.0
577a5910-a5ae-429e-a7bc-b5f610318367,a8350b49-5a14-4604-bb64-14b26024f11e,Xiaomi Mi 12,Smartphones,2.0,381.66,2025-02-18,"Miami, FL",Debit Card,0.0
fa789977-696d-4e8c-a7df-1b674c3a0a37,9c05e86c-df5e-4f95-8271-5072c56804f4,Sofa,Furniture,1.0,1681.0,2024-08-06,Online,Debit Card,0.0
3a6c7dd8-c86c-4128-96bb-3ff9f044fb0d,2e3ca052-a8ef-4528-823c-a17c080bb961,Dell XPS 15,Laptops,1.0,1749.73,2022-07-07,"Chicago, IL",Apple Pay,0.0
3daf5241-013f-4760-bb77-3daf7b6b2d3d,13262939-2725-4d41-a862-d32dffcc8eee,Lenovo Tab,Tablets,1.0,326.23,2022-08-02,Online,Debit Card,5.0
5490307f-3f5f-4843-b9ff-134a91f7581f,27208900-3055-4662-a088-959968b7c274,HP Spectre,Laptops,1.0,1998.23,2023-12-24,Online,Gift Card,0.0
2cdf0624-9102-4adf-9881-3ab60f4a3daf,22f5b895-99f6-405c-92aa-9b406d342340,Google Nest,Smart Home Devices,2.0,349.56,2024-03-30,"San Francisco, CA",Credit Card,0.0
cb6e86ea-8351-45e9-831a-00ad33dfa5a9,ea0ef53b-422f-46f3-96dc-a5c17c84b169,Xiaomi Mi 12,Smartphones,2.0,406.45,2024-12-19,Online,Debit Card,20.0
ab034d89-261c-437c-af79-31fa5d06f2bf,fa091a32-5296-496a-9afc-75a78d84248b,Sofa,Furniture,1.0,2161.52,2024-05-12,Online,Debit Card,0.0
19b505f3-0bc7-4424-85fc-97516c66a4da,6a2bf7f1-6288-470e-a75b-26f1e3cf99e5,Food Processor,Small Kitchen Appliances,2.0,133.51,2025-01-24,"Atlanta, GA",Credit Card,0.0
047bfb7f-756e-4065-8a39-0bfee6759bc6,e22a7771-562b-4d6a-a255-cd46330ac39d,Microwave Oven,Kitchen Appliances,1.0,,2022-08-18,Online,Apple Pay,0.0
f7a205dc-4b14-449e-a107-a1d946aa312e,c0701b65-ef96-4b3c-b7db-9fc98fab3009,Sony Bravia,TVs,2.0,1895.01,2020-10-03,Online,Debit Card,0.0
c7c6ec51-6b65-4c7f-891f-f1971e9118c6,38bd7f70-3932-47b3-a2e1-1ed1aa90f6a0,Amazon Echo,Smart Home Devices,1.0,67.51,2023-12-20,Online,Credit Card,0.0
10c65848-05f6-4db5-8c81-8eb4bccadfbe,39f333cd-9827-49b4-b6ca-6e75835ac782,Vizio SmartCast TV,TVs,1.0,445.61,2021-09-21,Online,Debit Card,0.0
f9a28210-a8a1-4f70-bde4-f524be3f09d6,f5e14882-6051-40b2-8a94-740ab2d08da8,,Home Decor,1.0,145.27,2022-11-06,Online,Debit Card,0.0
38a7cc63-5384-4e69-8206-757c79253846,14db799a-0222-4864-9c0f-876c22ee70dd,Dutch Oven,Cookware,3.0,245.83,2022-11-28,Online,PayPal,10.0
bfc05521-3fe4-4ffa-8aa3-f25808052fe7,9b04e5f8-52a9-4d10-bb64-1d1147788d5b,Google Pixel 6,Smartphones,1.0,361.86,2024-10-29,Online,Credit Card,0.0
8c0fc7be-7224-4430-8cfa-f11fce3951a4,545748db-1caf-44b3-a45e-3daa6f22bc84,Sheets,Bedding,2.0,148.0,2023-08-10,"New York, NY",Apple Pay,10.0
dcb8e5f9-b10c-4bea-b43c-66ed9aacfaf4,1ac1b206-cde7-46ab-8e6b-35fcb5d237dd,Food Processor,Small Kitchen Appliances,2.0,173.29,2024-07-23,Online,Apple Pay,0.0
e39e76cf-147f-43c8-a4de-683ddd7aabb9,245cff68-0bc2-4ccf-85b6-bb3bce182d0c,,Audio Equipment,1.0,203.24,2024-07-27,Online,Google Pay,0.0
340ad139-db21-42d9-babb-4ecb7a2ec859,75ef8d38-d295-491f-9b95-0613cbf29dfa,Area Rug,Home Decor,2.0,210.51,2022-10-19,"Denver, CO",Credit Card,0.0
e1bee44a-53b9-494e-9a37-c763e1062021,2e3ca052-a8ef-4528-823c-a17c080bb961,Area Rug,Home Decor,1.0,66.41,2024-09-05,"Los Angeles, CA",Debit Card,0.0
76d9478e-2d06-4716-9f16-ac0fb4b4c935,585b56fd-d332-496b-9e19-62f3028327a7,Bookshelf,Furniture,1.0,651.77,2023-04-17,"Denver, CO",PayPal,0.0
d7462ff2-cc1f-49b2-88ce-f8cd676339c0,68e7bf8b-61ee-4ee9-8e70-f1e23ac4924d,Refrigerator,Kitchen Appliances,1.0,598.78,2022-03-25,"Los Angeles, CA",Google Pay,5.0
a80e5ff8-a23d-40b7-95cb-c2069a099716,65cb4502-7182-42d8-9a51-00d5d2ea078a,OnePlus 10,Smartphones,1.0,605.08,2024-12-16,"Los Angeles, CA",PayPal,0.0
24f4ebac-44ef-4a25-a46e-3c02007ff084,9cd93caf-ff83-494c-b6ac-3553e81b179d,Electric Range,Kitchen Appliances,1.0,520.3,2022-10-20,"Atlanta, GA",Gift Card,0.0
cd715fa5-4160-4f25-b120-c573b6173bb6,68c14858-96a2-4a10-a0d4-abb433ce59cb,Xiaomi Mi 12,Smartphones,1.0,354.22,2023-05-24,"New York, NY",Credit Card,0.0
7f419272-5db7-4ccc-b36f-503c6db57b98,f4532ac4-018f-46de-8234-bf463150ae47,Refrigerator,Kitchen Appliances,1.0,389.44,2022-10-06,"Los Angeles, CA",Cash,5.0
fd907961-a784-47d4-848d-5190dd94e59e,047d3911-a462-446e-84c5-4bccb48aaf0e,Bookshelf,Furniture,1.0,239.72,2021-11-14,Online,Debit Card,0.0
ca57217c-3384-452c-a973-0714b30aa5aa,dc56ce42-5d56-4aa9-84fc-3efdf804ef21,Ring Doorbell,Smart Home Devices,2.0,48.66,2023-11-17,Online,Debit Card,0.0
175b035b-12c9-43d8-b998-c1126ba8aeab,d6119f96-40cd-4a98-bf6e-0118f5edac4c,Microwave Oven,Kitchen Appliances,1.0,371.53,2024-08-17,Online,Debit Card,10.0
563b61fa-bb5b-43a2-822b-e9d287ad027d,09c8908c-0437-47be-ab2a-6cbd96fa6c53,OnePlus 10,Smartphones,1.0,860.54,2023-07-07,Online,Apple Pay,30.0
dee43294-9457-4d76-b6ba-a2a0c169268d,b710feb2-0df6-4c04-b3ff-1f89fe14a1c1,OnePlus 10,Smartphones,,1216.36,2025-01-17,Online,Apple Pay,25.0
24854d10-1431-45da-bb7b-22adefdd2ef7,164497f0-2475-46d8-be36-0d5924c01be9,Ring Doorbell,Smart Home Devices,2.0,147.24,2023-05-26,"Chicago, IL",Debit Card,0.0
b8d62aaa-84be-4499-8de9-706acb25f9f2,8c04bb9e-1fd5-4824-86be-20367ea7c529,Xbox Series X,Gaming Consoles,1.0,271.89,2022-10-24,Online,PayPal,20.0
120b2b27-f7ea-4c8f-82c7-ce02e5443525,852a87bb-4884-4fce-a134-f025a1acfe3f,Dining Table,Furniture,1.0,266.68,2023-10-24,Online,Debit Card,0.0
585b5a39-d8f9-45c8-bf16-052a1847ffd7,3a4f5d8d-0fcd-48b0-929c-362a227a5ea3,Electric Range,Kitchen Appliances,1.0,463.27,2024-12-21,Online,Credit Card,0.0
e32dbb4e-e703-43c4-a807-0d439d9b88d8,83028bf5-4705-479d-9b0f-aee869ddc83d,Bed Frame,Furniture,1.0,1192.56,2024-10-19,"Miami, FL",Credit Card,0.0
2074b3ad-6df9-401d-a01f-480379434a33,ef1988ba-017a-4ce5-8ab5-69fe2998dbc0,Dishwasher,Kitchen Appliances,1.0,1040.63,2023-11-04,Online,Google Pay,0.0
1e0b64b4-1447-40ca-b8c1-71f0e1632e3e,6cde47f6-265c-49c1-9eaf-83c7cc96e5f6,,Audio Equipment,1.0,300.86,2023-06-02,"Seattle, WA",Credit Card,5.0
fdfbdd8f-0fa0-4d55-9a11-288ee633f34b,36cf262d-feda-4df0-9f17-86f7f037322c,Curtains,Home Decor,2.0,119.11,2024-09-18,Online,Credit Card,0.0
46c8e951-5b10-44a6-b144-f92cc8daec8f,32a24901-aa20-43ff-b1e3-60e60d94a56a,Samsung Galaxy S22,Smartphones,1.0,756.12,2021-07-22,Online,PayPal,30.0
cc7816b9-1d5c-4769-9dac-5f9171e9b0ba,e18abfdc-bbd6-415a-9941-b3c9fc0ee0aa,Air Fryer,Small Kitchen Appliances,1.0,140.76,2024-11-22,Online,Credit Card,15.0
324bf05b-276a-4adb-b459-cb1ef2f8734d,4eb019fd-9d05-4867-a7e8-42704ecc2ce7,Microsoft Surface,Tablets,2.0,457.23,2023-07-25,Online,Debit Card,0.0
039ccd06-fb2a-4a3d-9ca8-9789d574cc02,0ebe2c1d-dbed-4c5d-ae74-49fb9f977f24,Coffee Maker,Small Kitchen Appliances,1.0,135.76,2024-08-30,Online,Credit Card,5.0
bd6c4714-3e83-441c-b505-dcb6617343c9,5355c1de-b8a7-4d32-970c-cc7555317bf1,Toaster,Small Kitchen Appliances,1.0,183.55,2024-08-15,"San Francisco, CA",Credit Card,0.0
e93bbcf9-ff06-4452-87f6-e07f72e3f71c,38b6807f-e581-4139-abd7-611d45dd237b,Food Processor,Small Kitchen Appliances,1.0,179.38,2023-09-04,Online,Credit Card,0.0
8d8412d9-be11-4f5d-822b-24121e38b205,349a9d83-fbbf-4f5f-a001-50b43606734f,Wall Art,Home Decor,1.0,234.34,2024-01-14,"Chicago, IL",Debit Card,0.0
c0fa26df-2475-4d16-a979-b988b8996a96,d284e8f4-8be9-41a6-823d-457b5d29af76,Curtains,Home Decor,1.0,211.7,2022-07-13,"Denver, CO",PayPal,10.0
e6fc190d-b6eb-42b0-8856-6cc4a529f090,1de5ab66-7ac4-48e0-be92-100478625771,Area Rug,Home Decor,1.0,197.83,2023-08-16,Online,Debit Card,0.0
6d5b1bb5-20af-4496-b5db-37da600bab0f,6c1990c5-f7ef-4928-801f-8b88e1ead4ab,Xiaomi Mi 12,Smartphones,1.0,1071.39,2023-03-31,Online,Debit Card,0.0
9729b7d6-b39a-4e4d-9e75-1891f99264d0,f41360fe-cc25-4e7c-8d08-3075d9c84760,Oculus Quest,Gaming Consoles,2.0,315.9,2024-12-09,Online,Debit Card,15.0
0b7a0949-bb34-4711-9b91-1212cce3f642,5d969c02-26ac-4a97-9204-a9a683dc631e,Dining Table,Furniture,1.0,469.31,2023-10-04,"Los Angeles, CA",Credit Card,0.0
11bc8e56-c45c-4202-b299-86da2f508218,8c515c3f-57fd-4c42-b6fc-d6ced8b08550,Google Pixel 6,Smartphones,1.0,987.88,2024-10-06,"Miami, FL",Apple Pay,25.0
4ef765c2-c639-4cc6-bbae-a09abdebd542,8ce7f797-45bc-4052-9127-871519261f35,Xbox Series X,Gaming Consoles,1.0,483.53,2022-06-26,"Los Angeles, CA",Apple Pay,0.0
b5d02841-e549-4654-a37e-af1d901e8347,804f533e-9053-47a4-8689-8392e49fca91,Samsung Galaxy S22,Smartphones,1.0,869.41,2022-07-18,"Houston, TX",Apple Pay,0.0
0a11fb26-edf6-46a7-a607-4171312da254,026c4528-9b3c-41f9-9b08-6800c96595ca,Table Lamp,Home Decor,1.0,190.95,2022-05-07,"Houston, TX",Credit Card,25.0
e285af30-b330-4d61-9379-9c68bcf4c531,585b56fd-d332-496b-9e19-62f3028327a7,Wall Art,,1.0,260.15,2024-08-29,"Atlanta, GA",Debit Card,30.0
69ecbe19-7d4e-4e85-8759-ae56cc4e2c3d,df95f77e-d3a9-4a35-ab91-377bf86d8d46,Philips Hue Lights,Smart Home Devices,1.0,131.1,2023-10-29,"Miami, FL",Credit Card,0.0
75641a13-4994-4ae4-8e68-086f74fa3ab7,6eec7877-a2a0-4f8d-b589-c0b7d89f9ea9,Sofa,Furniture,1.0,1922.64,2024-02-25,"Houston, TX",Debit Card,0.0
c385ef93-6097-47a6-b68b-bd227945c24c,eceab19b-4fe5-4a7f-98da-8e6e38d8f807,Dell XPS 15,Laptops,2.0,615.97,2024-04-17,"Los Angeles, CA",Credit Card,10.0
2d1480c8-1f45-4613-905d-6503be772a9c,867129aa-6c66-4f66-86ae-4240d1b4ce20,Vizio SmartCast TV,TVs,1.0,506.25,2022-04-05,Online,Gift Card,0.0
c424a632-577a-4718-9f16-cca2fd7e7c63,4a81f4a5-b872-42a2-ae92-1f560de696ad,Sofa,Furniture,3.0,1071.36,2023-11-02,Online,PayPal,30.0
64eac529-37f6-4938-a3e1-ebd03fdfc0e2,2c5faed6-fee4-49da-9c6c-996a9b99f68c,Samsung QLED TV,TVs,1.0,1578.08,2021-11-25,Online,Cash,30.0
c8ed743c-508d-45c8-925c-5e697410d183,d9a2c0ba-45e8-4910-9c80-b64f36450a6d,Lenovo ThinkPad,Laptops,1.0,2312.94,2025-02-05,"Houston, TX",Cash,0.0
66023ad1-4f90-44fd-982f-0c898924d9e9,1fc00844-8318-4ab3-8e38-6ce0708ae84d,Refrigerator,Kitchen Appliances,2.0,499.77,2022-09-03,Online,Debit Card,
1c7c40dd-4821-4a5a-8c73-d5dcd03494c4,cfb70526-f827-4aab-9484-7d45bef6c99a,Dishwasher,Kitchen Appliances,1.0,789.21,2024-05-22,Online,Credit Card,10.0
c2fbf471-f2ee-4a3c-a04e-00d205a1ecfc,b48a215a-c028-4e93-899b-bf12f6e303cc,Throw Pillows,Home Decor,1.0,188.94,2022-03-04,"Miami, FL",Debit Card,20.0
6d18ce8f-7334-4bd5-aef7-338371b4ee48,60c35265-cfda-46d8-b802-cf851fe97f95,Range Hood,Kitchen Appliances,1.0,122.88,2024-04-05,Online,Google Pay,0.0
06ed1b88-760a-4e83-8cea-7c49f3fa681e,7c228cf2-ab54-49f4-96f2-605adc577773,OnePlus 10,Smartphones,2.0,738.3,2023-06-23,"Los Angeles, CA",Cash,0.0
876c734d-0ea1-4264-a1c6-83821c37de72,0bba4131-6b3b-43ac-9f49-91947343df5c,Google Pixel 6,Smartphones,1.0,1015.48,2022-08-20,"Boston, MA",Credit Card,0.0
95fdb37e-2c1c-4f16-8da4-953e0c6157c8,44d4efd1-fa3c-485f-aad2-dd0365c208a6,TCL Roku TV,TVs,1.0,1424.48,2024-05-17,"Houston, TX",Gift Card,0.0
05c8f967-3c91-4fc0-b6da-b4aab6682620,4706c7d4-1d45-4a94-9e9a-69a97157cce5,Dishwasher,Kitchen Appliances,1.0,513.54,2024-08-06,"Boston, MA",Credit Card,0.0
9468bfae-b1b9-49e4-832e-f79830085fe3,088f92c7-9921-4cb4-954f-8ac33c370220,Table Lamp,Home Decor,1.0,259.48,2022-11-12,"Seattle, WA",Gift Card,30.0
8702ef73-896b-4355-8f3e-0c1adb8bd7df,dc63a831-e571-4032-a2e9-1e1abf21834b,Microwave Oven,Kitchen Appliances,,508.96,2022-02-10,Online,Credit Card,15.0
acc2e34c-57ad-406d-9aa9-8d4b53b77514,08a04415-34c5-4e23-9173-2ee4186d212d,Toaster,Small Kitchen Appliances,1.0,60.61,2022-11-07,Online,Credit Card,5.0
7fc2bf0f-3d72-4250-85f8-e00672cca01b,766e5911-549d-431a-99f4-fb97e73fcdb0,Refrigerator,Kitchen Appliances,1.0,472.75,2024-01-24,"Los Angeles, CA",PayPal,0.0
8bb3279e-f1d0-4724-9aad-e650b1919301,8cdbb0f8-2626-43cf-811b-84720f40acff,Curtains,Home Decor,1.0,216.66,2023-11-07,"Chicago, IL",Apple Pay,0.0
1a717844-ac17-49b4-a857-f7ecfda4e719,28647e01-c4a4-49c2-a9e5-453c0f7d6966,Google Pixel 6,Smartphones,1.0,966.61,2020-11-16,Online,Debit Card,0.0
2eeda450-7043-47c9-b313-05ce37ae005f,99021edd-0d19-4d76-bcc0-0be6321a143c,Range Hood,Kitchen Appliances,1.0,1064.25,2023-04-03,Online,Cash,0.0
f917c31f-3b18-43bc-abb3-01023d743d4b,91260630-cffb-499a-9335-99bda646ef24,Bed Frame,Furniture,1.0,1390.65,2022-09-25,"Chicago, IL",Credit Card,10.0
318ae465-047a-4082-9e33-9438b2cae3f2,3d4b7bd9-af5c-49fa-bd9f-7760273ea17d,Xbox Series X,Gaming Consoles,1.0,413.28,2024-07-29,Online,Credit Card,20.0
1f9a6292-d394-4584-bc66-2af616d391e2,aa14fc68-75d3-430c-bb79-32c71f6d3873,Dining Table,Furniture,1.0,2134.26,2022-04-17,"New York, NY",Debit Card,0.0
84fe83f0-9abd-4d17-a231-898bbb921e8c,82fb1aae-c5e4-4544-996f-5c10369bbe0c,Ring Doorbell,Smart Home Devices,1.0,253.68,2024-06-10,"Chicago, IL",Apple Pay,0.0
11712e22-7c14-45ad-ae2b-f6e25c37e810,e2c43257-391e-4598-b103-42f9b0d90476,Office Desk,Furniture,1.0,1459.44,2024-07-26,Online,Credit Card,25.0
b5cb8429-a5fe-4213-9af2-f0b0239b3bda,9569e4fc-c30c-4626-9ef2-bb57cf53b26a,TCL Roku TV,TVs,2.0,2440.5,2024-04-25,Online,Debit Card,20.0
fd9c847d-a1bd-4e22-b106-cfd7933805c3,d590af5d-9519-453b-90d3-b4685d900849,Wall Art,Home Decor,1.0,219.94,2023-09-28,"Houston, TX",Gift Card,5.0
c99586dd-702a-44e5-9197-37d52cdec475,5217ca15-9ea8-4850-9740-6aca4fa17ae0,Google Pixel 6,Smartphones,1.0,718.0,2021-11-11,Online,Credit Card,0.0
9b2a4028-c242-415e-b0c2-ef38c8aa2964,3c83da41-e8c8-4ccc-94dd-ac8cf889deb3,Range Hood,Kitchen Appliances,1.0,314.86,2023-11-08,"Seattle, WA",PayPal,25.0
ab02b0bc-7b99-4229-bf3e-d91e0645a401,c70be991-e57b-425a-9468-c693a61893df,Asus ROG,,3.0,1568.86,2023-12-07,"San Francisco, CA",PayPal,0.0
2ce50b99-b74c-45b3-9f80-e439138f1289,dd41027a-cd8b-494a-b706-12707db924cd,Google Pixel 6,Smartphones,1.0,522.11,2023-10-01,Online,Credit Card,30.0
